Temperature,Energy,Magnetization,std(E),std(M)
0.001,-2.55254464691,112.666,0.19016880003,15.8836873553
36.8430526316,-2.41391984112,88.596,0.273708109867,8.18616295953
73.6851052632,-2.30611875981,76.032,0.206679354444,16.75114611
110.527157895,-2.42783173813,48.164,0.14759725673,14.0367198448
147.369210526,-2.19054496152,31.182,0.106579985316,12.3402640166
184.211263158,-2.07348490249,24.37,0.212517486602,11.4320820501
221.053315789,-1.94750083691,27.306,0.161485080485,11.6168741062
257.895368421,-1.80846753465,21.736,0.236340858506,15.3375951179
294.737421053,-1.75674699343,18.044,0.337342326234,8.24630244413
331.579473684,-1.63843685126,13.386,0.201348798938,8.03968680982
368.421526316,-1.65373851614,14.21,0.254695952935,7.38004471531
405.263578947,-1.41846111158,21.92,0.161653252983,14.9776152975
442.105631579,-1.43075400641,17.764,0.232776326666,6.59100477924
478.947684211,-1.14679319995,11.446,0.207161474744,7.59442980085
515.789736842,-1.08706978178,11.642,0.199340326891,4.0516016586
552.631789474,-1.16651015041,21.578,0.233496150763,14.4385524205
589.473842105,-1.21347727486,11.164,0.171633828029,7.19516393142
626.315894737,-1.12606589776,13.364,0.220618660641,8.37848578205
663.157947368,-1.01672457726,16.006,0.208389170927,9.8615376083
700.0,-1.02693586628,15.9,0.166954472198,10.0015278833
