Temperature,Energy,Magnetization,std(E),std(M)
0.001,-0.162322928338,12.756,0.06100605874599621,5.838388818843773
36.84305263157895,-0.14074059378199996,10.024000000000001,0.03743590003991468,6.268421172831322
73.68510526315791,-0.13634078692799997,6.985999999999999,0.054447456868413936,3.9043365633613094
110.52715789473686,-0.14516807727999997,7.994,0.02999596183064792,3.5640656559608996
147.3692105263158,-0.14432118244800002,7.473999999999999,0.05805706179816151,4.565943933076707
184.21126315789476,-0.12698940196599998,8.324,0.034270079098119806,3.485808944850535
221.05331578947371,-0.11669485245799997,7.742,0.06204243740457406,4.119557743253515
257.89536842105264,-0.09743681418,11.0,0.05956401753974102,4.083939274768908
294.7374210526316,-0.11711382838199998,7.17,0.0721948731950831,4.086056778851709
331.57947368421054,-0.08296867123599998,7.610000000000001,0.03007554616182085,2.1324774324714433
368.4215263157895,-0.092078121898,5.956,0.04871952706886224,2.1156332385363963
405.26357894736844,-0.070406917566,7.203999999999999,0.04262928610228534,1.7533465145258653
442.1056315789474,-0.07562676730199999,10.192,0.04463988955732745,4.254646401288831
478.94768421052635,-0.047338775176000006,6.739999999999999,0.030280678631455994,2.303041467277565
515.7897368421053,-0.05211487279,7.840000000000001,0.03519923311578463,3.2648185248187995
552.6317894736842,-0.06730006861599999,7.668000000000001,0.03181501750457199,2.4533275362250353
589.4738421052632,-0.058337840682,9.288,0.0232876972091221,4.795157557369726
626.3158947368422,-0.040070796892,9.111999999999998,0.021058860061849552,4.794006257818194
663.1579473684211,-0.055580120276,6.748,0.06226010883155816,1.68307337926782
700.0,-0.050551799631999995,7.938,0.0395676657256115,1.5688326870638563
