Temperature,Energy,Magnetization,std(E),std(M)
0.001,-3.58348890324,89.342,0.1662678346,9.98696530484
36.8430526316,-3.46376841281,64.068,0.279438798026,11.8502732458
73.6851052632,-3.61919984609,59.956,0.251270377367,19.0615671968
110.527157895,-3.54624825475,53.416,0.158749828149,12.4577808618
147.369210526,-3.57505840737,44.68,0.279012883499,14.4492463471
184.211263158,-3.40906860759,36.274,0.278404954108,10.178
221.053315789,-3.48354270634,34.792,0.287408573997,12.1826735982
257.895368421,-3.12508408878,32.862,0.196192638134,11.566290503
294.737421053,-3.15016059656,24.638,0.124142895654,11.7933488035
331.579473684,-3.09065675333,17.672,0.378914652982,9.15830639365
368.421526316,-2.97153213096,23.192,0.289026384516,13.3670376673
405.263578947,-2.98409352617,19.014,0.203622500876,8.78659911456
442.105631579,-2.4581067776,13.994,0.222119524535,7.22132979444
478.947684211,-2.5883922869,13.554,0.454939050273,9.80067365032
515.789736842,-2.30726537423,13.628,0.359133361177,7.14712361723
552.631789474,-2.28658018012,18.394,0.365819195519,8.64444816052
589.473842105,-2.43782620994,11.494,0.362465218128,11.3984351558
626.315894737,-2.16610086838,14.276,0.316024599172,10.5540164866
663.157947368,-2.15883929248,13.718,0.318751998642,7.54796634863
700.0,-1.91539854829,10.248,0.210869398077,4.46180411941
