Temperature,Energy,Magnetization,std(E),std(M)
0.001,-0.00635223813,2.462,0.00352337182471,0.53167283173
36.8430526316,-0.006824194646,2.188,0.00714017846267,0.420019047187
73.6851052632,-0.005698416,2.172,0.00385304282771,0.405087644838
110.527157895,-0.005148431254,2.036,0.00630101175763,0.299839957311
147.369210526,-0.003664256692,2.192,0.00381131988752,0.286523995505
184.211263158,-0.004582318352,2.046,0.00486153549941,0.214671842588
221.053315789,-0.005211741244,2.192,0.00334502596031,0.160549057923
257.895368421,-0.004966534152,2.206,0.00355710570271,0.198605135885
294.737421053,-0.003654994782,2.318,0.00323004016103,0.276181100005
331.579473684,-0.003785885498,2.104,0.00442386981885,0.247677209287
368.421526316,-0.002840205764,2.042,0.00249890042002,0.197878750754
405.263578947,-0.00195287951,2.116,0.00201660884129,0.184130388584
442.105631579,-0.000978421974,2.184,0.00231379188571,0.256249878049
478.947684211,-0.00045333188,2.144,0.000453594129387,0.132604675634
515.789736842,-0.001076927222,2.12,0.00232767179967,0.212226294318
552.631789474,-0.005238151034,2.218,0.00807034961593,0.273561693225
589.473842105,-0.002047939668,2.224,0.00395682108734,0.282814426789
626.315894737,-0.002076623534,2.106,0.00256228767739,0.221278105559
663.157947368,-0.005345601164,2.1,0.00793075819327,0.253613879746
700.0,-0.000818493782,2.138,0.00204349329959,0.187072178584
