Temperature,Energy,Magnetization,std(E),std(M)
0.001,-1.42254195324,35.486,0.119924752099,7.41131594253
36.8430526316,-1.54400227777,36.25,0.208714213486,3.84974025098
73.6851052632,-1.61558726404,25.736,0.192456674192,10.9867476534
110.527157895,-1.47610277439,18.746,0.12884806648,6.80970513312
147.369210526,-1.48239208152,17.424,0.175985926334,5.0857117496
184.211263158,-1.54330014082,19.264,0.138885496141,4.67062137194
221.053315789,-1.39355196494,8.548,0.161956425307,5.07157726945
257.895368421,-1.3416041441,9.892,0.111875889498,6.66704252274
294.737421053,-1.25199286888,10.01,0.227397813529,6.4516246016
331.579473684,-1.21356528311,8.456,0.215517008572,3.9308604656
368.421526316,-1.19689344553,9.476,0.185581037784,4.83050142325
405.263578947,-1.17539380613,6.424,0.153485278385,3.01018006106
442.105631579,-1.16069579527,8.582,0.246166415444,5.00117146277
478.947684211,-0.980226472054,7.872,0.122792368251,3.3831370058
515.789736842,-0.982423838782,9.228,0.201729463087,5.95090715774
552.631789474,-1.01906195626,8.948,0.116793573802,4.53932329759
589.473842105,-0.94862885693,7.982,0.181977480792,2.88955982807
626.315894737,-0.9483557381,7.446,0.220654546225,4.66367280156
663.157947368,-0.905952022934,8.094,0.131502169602,6.65236228719
700.0,-0.798758627172,8.512,0.173712473727,6.61352069627
