Temperature,Energy,Magnetization
0.001,-1.5641835000000022,75.19
52.63252631578947,-1.4768835000000022,76.35
105.26405263157895,-1.505631500000002,60.72
157.89557894736842,-1.4493925000000019,14.040000000000001
210.5271052631579,-1.3095450000000017,18.16
263.15863157894734,-1.2285135000000018,6.71
315.7901578947368,-1.2061530000000016,11.66
368.4216842105263,-1.0087800000000011,11.66
421.05321052631575,-0.9198160000000013,13.84
473.6847368421052,-0.7126215000000007,5.46
526.3162631578947,-0.7465480000000009,7.949999999999999
578.9477894736842,-0.8567160000000009,17.79
631.5793157894736,-0.6304810000000006,13.18
684.210842105263,-0.6384320000000006,3.1399999999999997
736.8423684210526,-0.6329700000000007,11.56
789.4738947368421,-0.45697400000000027,10.81
842.1054210526315,-0.3132355000000002,12.67
894.7369473684209,-0.46362700000000034,9.99
947.3684736842105,-0.5045790000000003,12.37
1000.0,-0.4619350000000003,10.41
