Temperature,Energy,Magnetization
0.001,1.92e-05,1.064
52.63252631578947,-9.000000000000009e-07,1.508
105.26405263157895,-3.000000000000006e-07,1.4899999999999998
157.89557894736842,0.0018582000000000002,1.5899999999999999
210.5271052631579,0.0024270000000000008,1.6039999999999999
263.15863157894734,-1.1000000000000007e-06,1.4739999999999998
315.7901578947368,0.0007148,1.5100000000000002
368.4216842105263,9.999999999999955e-08,1.506
421.05321052631575,1.9999999999999922e-07,1.4939999999999998
473.6847368421052,-2.0000000000000063e-07,1.5180000000000002
526.3162631578947,7.999999999999998e-07,1.4860000000000002
578.9477894736842,-2.0000000000000004e-07,1.484
631.5793157894736,0.0011449999999999998,1.5879999999999999
684.210842105263,7.999999999999994e-07,1.52
736.8423684210526,0.0003331,1.5059999999999998
789.4738947368421,-2.500000000000001e-06,1.4940000000000002
842.1054210526315,0.0007635999999999999,1.5539999999999998
894.7369473684209,6.000000000000002e-07,1.516
947.3684736842105,-2.4e-06,1.4899999999999998
1000.0,0.0003806,1.5219999999999998
