Temperature,Energy,Magnetization,std(E),std(M)
0.001,-3.6024592762259915,183.072,0.1995244683649126,21.68023653007504
36.84305263157895,-3.5348006679359925,148.29199999999997,0.18664872838643365,21.321336168261126
73.68510526315791,-3.4595709586919936,140.058,0.26560378579736044,16.990956300338127
110.52715789473686,-3.4226422832859953,91.884,0.24725379120401064,16.89896990943531
147.3692105263158,-3.053613562989997,68.434,0.19118991842901573,23.695142202569706
184.21126315789476,-2.926097075187997,46.386,0.2578185757034986,13.047430551645023
221.05331578947371,-2.7093406760859997,44.366,0.2246432838585681,20.019382707765992
257.89536842105264,-2.345068538268,35.51,0.19971752953553243,17.210025566512098
294.7374210526316,-2.417838183204,23.477999999999998,0.32652466954257314,19.57276567069662
331.57947368421054,-2.288026385884001,26.248,0.2191013702800415,15.000749847924268
368.4215263157895,-2.0240822240820004,22.0,0.2902512858467694,16.063680773720574
405.26357894736844,-1.8708283838120003,29.308,0.3581991304086693,22.19254685699683
442.1056315789474,-1.878262907208,16.498,0.2718331201993996,11.150721770360876
478.94768421052635,-1.6430251078720002,24.966,0.21402800939511452,17.97044918748555
515.7897368421053,-1.549992776742,23.008,0.1580050939134169,12.53482891785923
552.6317894736842,-1.6374103405300005,16.236,0.38150723042877166,7.695644482432904
589.4738421052632,-1.569808011262,19.782000000000004,0.20638360471385808,9.919505834465747
626.3158947368422,-1.4837887536680003,14.088,0.2838498921272511,5.477088277543095
663.1579473684211,-1.389221678614,17.759999999999998,0.346363061225446,9.807364579743123
700.0,-1.249578174156,16.342000000000002,0.27795833447261836,8.687344588537973
