Temperature,Energy,Magnetization,std(E),std(M)
0.001,-1.1625082615,60.69,0.183240413861,11.367452661
36.8430526316,-1.14917578921,47.386,0.129419818527,8.4001240467
73.6851052632,-1.17321290499,31.98,0.146646756218,13.8272166397
110.527157895,-1.07066303169,25.694,0.131679055192,8.8649424138
147.369210526,-1.02068744319,17.914,0.125037357432,12.1701012321
184.211263158,-0.966627225298,16.242,0.089812298595,8.57443852389
221.053315789,-0.882912853104,13.266,0.170329529595,8.9203903502
257.895368421,-0.837717329784,15.302,0.174725350862,5.27279394629
294.737421053,-0.823748336136,14.726,0.141330441662,7.52669940944
331.579473684,-0.712893084002,10.284,0.109308838203,5.10892395716
368.421526316,-0.781331362926,14.606,0.15499009851,5.32550880198
405.263578947,-0.591541884856,10.04,0.134896983566,3.07179426394
442.105631579,-0.629230470912,11.798,0.190665102645,5.89043597707
478.947684211,-0.58187591374,11.736,0.124258795921,7.14440088461
515.789736842,-0.623021778648,13.604,0.113043773751,6.83737844499
552.631789474,-0.443256262074,12.688,0.142850335025,6.8040764252
589.473842105,-0.447341276312,11.908,0.170790552844,7.48040747553
626.315894737,-0.483590386238,11.54,0.104543316635,5.80086890043
663.157947368,-0.393961168372,8.674,0.157969808622,3.84175012201
700.0,-0.474953127402,7.112,0.146676110376,1.43958883019
