Temperature,Energy,Magnetization
0.001,2.0199999999999996e-05,1.0
52.63252631578947,-1.4000000000000008e-06,1.47
105.26405263157895,0.0004283000000000001,1.5299999999999998
157.89557894736842,1.7999999999999984e-06,1.4760000000000002
210.5271052631579,0.0008586999999999998,1.5619999999999998
263.15863157894734,-4.0000000000000125e-07,1.478
315.7901578947368,-5.000000000000009e-07,1.4860000000000002
368.4216842105263,0.0005249000000000001,1.5819999999999999
421.05321052631575,1.399999999999999e-06,1.506
473.6847368421052,-2.100000000000001e-06,1.4819999999999998
526.3162631578947,1.0999999999999992e-06,1.5260000000000002
578.9477894736842,1.5999999999999995e-06,1.5279999999999998
631.5793157894736,2.399999999999999e-06,1.53
684.210842105263,0.000476,1.488
736.8423684210526,9.999999999999997e-07,1.504
789.4738947368421,1e-06,1.506
842.1054210526315,-8.00000000000001e-07,1.508
894.7369473684209,0.0006211000000000001,1.546
947.3684736842105,1.000000000000031e-07,1.528
1000.0,1.7000000000000002e-06,1.512
