Temperature,Energy,Magnetization
0.001,-0.024676136888,3.844
52.63252631578947,-0.022503363088000005,4.4
105.26405263157895,-0.018313421598,4.144
157.89557894736842,-0.02376472143,4.692000000000001
210.5271052631579,-0.015800809816,4.2139999999999995
263.15863157894734,-0.011428709088,4.6240000000000006
315.7901578947368,-0.020013840260000002,4.747999999999999
368.4216842105263,-0.0038344324460000004,5.188000000000001
421.05321052631575,-0.022388781767999997,5.236000000000001
473.6847368421052,-0.009673869132,4.444
526.3162631578947,-0.009328714654,4.498
578.9477894736842,-0.00704981893,4.498
631.5793157894736,-0.006495971064,4.696
684.210842105263,-0.005191265634,4.842
736.8423684210526,-0.005223773504,4.822000000000001
789.4738947368421,-0.0023650428320000005,4.482
842.1054210526315,0.002320217918,4.242
894.7369473684209,-0.005583356205999999,4.116
947.3684736842105,-0.007356669282,4.045999999999999
1000.0,-0.006223802177999999,4.946000000000001
