Temperature,Energy,Magnetization
0.001,-0.009249730190000001,3.478
52.63252631578947,-0.00855128421,3.2239999999999993
105.26405263157895,-0.011910994441999997,3.25
157.89557894736842,-0.004074271038,2.962
210.5271052631579,-0.009430868866,3.2239999999999993
263.15863157894734,-0.006242074249999998,3.104
315.7901578947368,-0.011054925668000001,3.0300000000000002
368.4216842105263,-0.008765457003999999,2.994
421.05321052631575,-0.006538969580000001,3.094
473.6847368421052,-0.007415492036,3.372
526.3162631578947,-0.002605866004,3.2300000000000004
578.9477894736842,-0.0011485489459999994,3.2239999999999993
631.5793157894736,-0.0030212130400000003,3.034
684.210842105263,-0.003420665132,3.022
736.8423684210526,8.340927000000011e-05,3.248
789.4738947368421,-0.0023854057519999998,3.4940000000000007
842.1054210526315,-0.0009074323639999997,2.972
894.7369473684209,-0.002654814139999999,3.29
947.3684736842105,-0.0026102259760000007,3.272
1000.0,-0.0020640035339999996,3.29
