Temperature,Energy,Magnetization
0.001,-1.9237646737110378e-17,1798.0
263.15884210526315,-1.925084034067158e-17,1798.0
526.3166842105263,-1.921308985649356e-17,1795.78
789.4745263157895,-1.8699530744463677e-17,1750.28
1052.6323684210527,-1.8261625127998635e-17,1718.14
1315.7902105263158,-1.7187833578046048e-17,1651.0
1578.948052631579,-1.7185469406309647e-17,1662.22
1842.1058947368422,-1.5787099956030478e-17,1591.04
2105.2637368421056,-1.5593466664458774e-17,1573.48
2368.4215789473687,-1.5854822036737716e-17,1588.46
2631.579421052632,-1.4086497841513987e-17,1496.26
2894.737263157895,-1.4374316684519707e-17,1511.24
3157.8951052631583,-1.3955019387528334e-17,1470.64
3421.0529473684214,-1.3309371712677983e-17,1414.4
3684.2107894736846,-1.3394100577166368e-17,1459.52
3947.3686315789478,-1.215359678799628e-17,1388.14
4210.526473684211,-1.280206621620931e-17,1396.7
4473.684315789475,-1.2914936350721283e-17,1421.62
4736.842157894737,-1.126695612324211e-17,1342.74
5000.0,-1.1073932940505761e-17,1337.88
